battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,screen_area,log_ram,log_battery_power,log_int_memory,battery_power_bin,ram_bin,int_memory_bin
-0.9025972554689959,0,0.8307794171595057,0,-0.7646289836688316,0.0,-1.382404930211834,0.3392757833146268,1.3506763768466552,-1.1014631157263755,-1.30853034000225,-1.4106832241760667,-1.1464237600938012,0.3916586003795349,-0.7846657790073348,0.2832501018000654,1.4624933239839086,0,0,1,1,63.0,7.843848638152472,6.736966958001855,2.0794415416798357,0,2,0
-0.49513856507006043,1,-1.253064196519815,1,-0.9956154800981653,1.0,1.1563335470157585,0.6863810077826679,-0.12072673102592602,-0.6640336730304253,-0.6473049022351556,0.5879576925495278,1.7052396712701081,0.4672723318133839,1.115451594991044,-0.6351877789758159,-0.7342672077230512,1,1,0,2,51.0,7.875499292445208,6.92951677076365,3.9889840465642745,1,2,3
-1.5376864991634263,1,-1.253064196519815,1,-0.533642487239498,1.0,0.4940539442607344,1.3805914567187503,0.13393919149048228,0.2108252123614751,-0.6473049022351556,1.3964474645131015,1.0756516409689854,0.4414530088847526,-0.30963643550774017,-0.8647972491697863,-0.36814045243855786,1,1,0,2,22.0,7.86480400332846,6.335054251498059,3.7376696182833684,0,2,2
-1.419318611449769,1,1.198516525455856,0,-0.9956154800981653,0.0,-1.216835029523078,1.0334862322507092,-0.26220779909059727,0.6482546550574253,-0.15138582390983474,1.2903049525514034,1.2376779722964801,0.5945247091044956,0.8779369232412466,0.5128595719940358,-0.002013697154064573,1,0,0,2,128.0,7.926602599181384,6.423246963533519,2.3978952727983707,0,2,0
1.3259058612938972,1,-0.3950109438283302,0,2.0072089734831717,1.0,0.6596238449494904,0.3392757833146268,0.020754337038745255,-1.1014631157263755,0.6751459732990334,1.2722381420047313,-0.0909379445889776,-0.6577124529341254,-1.0221804507571322,-0.8647972491697863,0.7302398134149221,1,1,0,1,16.0,7.252762418053187,7.507690077819904,3.8066624897703196,3,1,2
1.4124054715461853,0,-1.253064196519815,1,-0.30265599081016437,0.0,-0.5545554267680539,0.6863810077826679,0.6715672501362331,-1.5388925584223256,-0.481998542793382,0.8115344730645943,0.932142604650347,-0.9749212774858821,1.115451594991044,-1.0944067193637566,-0.18507707479631122,1,0,0,1,17.0,6.97354301952014,7.528331766707247,3.1354942159291497,3,0,1
1.3259058612938972,0,0.21788423666558757,0,-0.07166949438083071,1.0,-1.216835029523078,1.0334862322507092,-0.03583809018712326,1.5231135404493257,0.013920535531938874,-0.595418398257491,-0.539982348553749,1.010400231990665,0.16539290799185455,0.5128595719940358,1.279429946341662,1,0,1,3,104.0,8.0774471493312,7.507690077819904,2.3978952727983707,3,3,0
1.6286544971769052,0,-1.253064196519815,1,-0.9956154800981653,0.0,-0.4441754929755498,1.0334862322507092,1.322380163233721,-0.22660423033447505,-1.6391430588857974,-0.2995743755557363,-0.23676164278372294,-1.3133388315861574,0.8779369232412466,-0.6351877789758159,-1.1003939630075446,1,1,1,0,48.0,6.55250788703459,7.578145472419466,3.2188758248682006,3,0,1
0.47001498090283717,1,-1.253064196519815,0,-0.9956154800981653,0.0,1.1563335470157585,0.6863810077826679,0.9545293862655757,1.0856840977533755,0.6751459732990334,-0.584126641665821,-0.9612508100052356,-0.9454134798531605,1.115451594991044,-1.0944067193637566,1.6455567016261552,1,0,0,0,17.0,7.003065458786462,7.27655640271871,3.9889840465642745,2,0,3
-1.6606069979429934,1,-1.1304851604210315,1,-0.533642487239498,1.0,-1.27202499641933,-1.3962503390255787,-1.337463916382099,0.2108252123614751,0.840452332740807,1.111895198403017,-0.06316200207569275,-1.485775024002374,1.5904809384906387,0.9720785123819764,0.18104968048818207,1,0,0,0,190.0,6.2422232654551655,6.234410725718371,2.302585092994046,0,0,0
-1.0687675593747072,1,1.6888326698509901,1,-0.9956154800981653,0.0,-1.27202499641933,-1.3962503390255787,1.1808990951690497,0.2108252123614751,-1.4738366994440237,-0.8957791235959136,-0.873293658713167,1.6798583907830353,-1.7347244660065242,-0.8647972491697863,-0.7342672077230512,0,0,0,3,10.0,8.280711075662847,6.646390514847729,2.302585092994046,0,3,0
0.6407378958744582,1,0.8307794171595057,0,0.1593170020485029,1.0,0.0525342090907183,-0.00782944115341421,1.0394180271043785,1.5231135404493257,1.3363714110661278,-1.114839201474312,-0.5700729529431409,1.5692041496603295,0.40290757974165187,0.742469042188006,0.3641130581304287,1,1,1,3,126.0,8.249836485425702,7.327123292259293,3.5263605246161616,2,3,2
1.3122480280961677,0,1.5662536337522064,0,-0.533642487239498,0.0,0.0525342090907183,0.3392757833146268,0.5300861820715619,-0.22660423033447505,1.1710650516243541,-0.0850310003140058,-1.1649410551026578,-0.5922420269365244,1.3529662667408413,-1.324016189557727,-1.6495840959342845,1,0,0,1,0.0,7.301822342137932,7.504391559161238,3.5263605246161616,3,1,2
-0.991373171254239,1,0.7082003810607219,0,0.6212899949071702,0.0,-0.8305052612493139,1.7276966811867913,1.6336385129759978,-0.22660423033447505,0.1792268949737125,-0.6789773970358491,0.4368049631634342,0.5124561469384888,-1.2596951225069295,-1.0944067193637566,-1.2834573406497911,1,0,1,2,7.0,7.893945138235959,6.6895992691789665,2.8903717578961645,0,2,1
1.42833961027687,0,-1.253064196519815,0,2.0072089734831717,1.0,1.1011435801195066,0.6863810077826679,1.2657877360078524,-1.5388925584223256,1.1710650516243541,-0.651877181215841,-1.5931535021824654,-1.6148716386455308,0.40290757974165187,0.742469042188006,-1.4665207182920377,1,0,1,0,126.0,5.924255797414532,7.532088143541722,3.970291913552122,3,0,3
-1.0551097261769775,0,-0.6401690160258973,0,-0.30265599081016437,0.0,0.7700037787419944,0.6863810077826679,0.5300861820715619,-1.1014631157263755,1.0057586921825805,0.49084858586116553,1.4182215986328315,-1.4350584968211337,1.115451594991044,2.120125863351828,-0.002013697154064573,1,1,1,0,255.0,6.343880434126331,6.654152520183219,3.8501476017100584,0,0,2
-0.9117024776008158,0,-1.253064196519815,0,-0.7646289836688316,1.0,-1.051265128834322,-1.3962503390255787,1.5770460857501294,1.5231135404493257,-0.9779176211187028,0.7663674466979141,1.3858163323673325,1.3183878697821962,-0.5471511072575375,0.742469042188006,1.4624933239839086,1,0,1,3,90.0,8.176110342237342,6.732210706467206,2.6390573296152584,0,3,0
-1.4648447221088678,0,-0.7627480521246808,1,0.6212899949071702,1.0,-0.49936545987180186,-1.3962503390255787,-0.5451699352199398,-0.6640336730304253,1.1710650516243541,-0.45991731915745065,-1.0214320187840193,1.5009673676346609,-0.5471511072575375,-0.8647972491697863,1.279429946341662,1,1,0,3,20.0,8.23031079913502,6.39024066706535,3.1780538303479458,0,3,1
-0.24474495644501626,1,-1.253064196519815,1,1.5452359806245046,0.0,0.9355736794307505,0.3392757833146268,-1.111094207478625,0.2108252123614751,1.3363714110661278,0.030144916921028466,-0.8640350112087387,-0.26673413430056475,1.5904809384906387,1.6609069229638875,0.9133031910571687,1,1,0,1,247.0,7.515344571180436,7.0317412587631285,3.912023005428146,1,1,3
-1.2668061407417874,1,-1.253064196519815,0,-0.07166949438083071,0.0,-0.7201253274568099,1.7276966811867913,-0.5451699352199398,-0.22660423033447505,0.1792268949737125,0.5811826385945257,-0.4335079022528238,0.19616944106275463,-0.30963643550774017,-1.0944067193637566,1.279429946341662,0,1,1,1,11.0,7.757051142032013,6.52649485957079,2.995732273553991,0,2,1
-1.0619386427758424,0,-0.5175899799271135,1,1.7762224770538384,0.0,0.3836740104682304,1.0334862322507092,-1.67701847973731,1.0856840977533755,0.6751459732990334,1.511623381748136,1.3950749798717608,0.6406306429056231,1.115451594991044,2.120125863351828,-1.4665207182920377,1,1,0,3,255.0,7.944492163932159,6.650279048587422,3.6888794541139363,0,2,2
1.0709596416029432,1,0.7082003810607219,0,-0.7646289836688316,0.0,-1.051265128834322,1.7276966811867913,0.44519754123275906,-1.1014631157263755,-1.30853034000225,0.7437839335145741,0.3094985599775454,1.0684937085800856,1.115451594991044,-1.0944067193637566,0.7302398134149221,1,0,0,3,17.0,8.096817470572319,7.444248649496705,2.6390573296152584,3,3,0
1.6172729695121304,0,1.3210955615546396,1,-0.07166949438083071,0.0,0.8251937456382465,-0.7020398900894964,1.6619347265889322,-0.22660423033447505,-0.481998542793382,-0.5367012639808069,-0.9936560762707346,-0.6374258420616293,-0.30963643550774017,-0.17596883858787526,1.6455567016261552,0,0,1,1,55.0,7.2682230211595655,7.575584651557793,3.871201010907891,3,1,2
